Transaction ID,Age,Quantity,Total Amount,Gender_Female,Gender_Male,Product Category_Beauty,Product Category_Clothing,Product Category_Electronics
0.7709596500584209,0.972791375194414,0.44973733056501136,0.7863935897343722,0.0,1.0,1.0,0.0,0.0
-1.2523436876915737,-0.43159460632809243,1.3464098899469656,2.742513606598898,0.0,1.0,1.0,0.0,0.0
-0.8118967026031395,-0.7272548129644096,0.44973733056501136,-0.6540220590476876,1.0,0.0,1.0,0.0,0.0
0.9051583408275532,-0.2837645030099339,0.44973733056501136,0.7863935897343722,0.0,1.0,0.0,0.0,1.0
1.0187110791706653,1.0467064268534934,-0.44693522881694286,-0.6362391498034646,0.0,1.0,0.0,0.0,1.0
0.8260155231944752,-0.579424709646251,1.3464098899469656,2.742513606598898,1.0,0.0,1.0,0.0,0.0
0.034587346863694995,-1.3185752262370438,1.3464098899469656,-0.6362391498034646,0.0,1.0,0.0,0.0,1.0
0.8397794914784887,-1.3924902778961232,-1.343607788198897,-0.7607195145130253,0.0,1.0,1.0,0.0,0.0
-0.09617035183443391,-1.1707451229188852,0.44973733056501136,-0.680696422914022,0.0,1.0,0.0,1.0,0.0
0.26513381562092225,-0.8011698646234889,0.44973733056501136,1.8533681443877499,1.0,0.0,0.0,1.0,0.0
1.2595805241409026,-0.35767955466901313,0.44973733056501136,1.8533681443877499,0.0,1.0,1.0,0.0,0.0
-1.5826789265078993,0.455386013580859,-1.343607788198897,-0.2805809649190054,1.0,0.0,0.0,1.0,0.0
0.9154813170405635,-0.8011698646234889,1.3464098899469656,-0.6006733313150187,1.0,0.0,0.0,0.0,1.0
-0.4196236065087528,0.15972580694454186,1.3464098899469656,-0.6362391498034646,1.0,0.0,0.0,1.0,0.0
-1.0286792030763532,-0.2098494513508546,-1.343607788198897,-0.7696109691351368,0.0,1.0,1.0,0.0,0.0
-1.1972878145555195,-0.8011698646234889,1.3464098899469656,2.742513606598898,0.0,1.0,0.0,0.0,1.0
0.14814008520680694,-0.43159460632809243,1.3464098899469656,-0.458410057361235,1.0,0.0,0.0,0.0,1.0
-0.10993432011844748,-0.7272548129644096,0.44973733056501136,-0.5473246035823498,0.0,1.0,0.0,1.0,0.0
0.13093512485178999,1.0467064268534934,-1.343607788198897,0.07507721996545381,0.0,1.0,1.0,0.0,0.0
-1.307399560827628,-0.1359343996917753,-0.44693522881694286,-0.7073707867803565,1.0,0.0,0.0,0.0,1.0
-0.04455547076938303,-0.579424709646251,0.44973733056501136,-0.5473246035823498,0.0,1.0,0.0,1.0,0.0
-0.22004606639055604,0.6032161168990176,0.44973733056501136,-0.680696422914022,0.0,1.0,0.0,1.0,0.0
0.24792885526590533,1.3423666334898106,-0.44693522881694286,-0.6362391498034646,0.0,1.0,0.0,1.0,0.0
-1.6102068630759265,1.194536530171652,0.44973733056501136,0.7863935897343722,1.0,0.0,1.0,0.0,0.0
-1.0562071396443804,-0.7272548129644096,0.44973733056501136,0.7863935897343722,1.0,0.0,0.0,1.0,0.0
-0.5434993210648749,1.490196736807969,-1.343607788198897,-0.7607195145130253,0.0,1.0,0.0,0.0,1.0
-1.472567180235791,1.4162816851488897,1.3464098899469656,-0.458410057361235,0.0,1.0,1.0,0.0,0.0
1.4694810404721095,0.8988763235353348,1.3464098899469656,-0.458410057361235,0.0,1.0,0.0,1.0,0.0
0.007059410295667858,-1.3185752262370438,-1.343607788198897,-0.7251536960245795,0.0,1.0,1.0,0.0,0.0
